last_name,first_name,middle_name,suffix,full_name,birthday,gender,type,state,party,district
Rooney,Thomas,J.,,Thomas J. Rooney,1970-11-21,M,rep,FL,Republican,17.0
Ros-Lehtinen,Ileana,,,Ileana Ros-Lehtinen,1952-07-15,F,rep,FL,Republican,27.0
Roskam,Peter,J.,,Peter J. Roskam,1961-09-13,M,rep,IL,Republican,6.0
Ross,Dennis,A.,,Dennis A. Ross,1959-10-18,M,rep,FL,Republican,15.0
Royce,Edward,R.,,Edward R. Royce,1951-10-12,M,rep,CA,Republican,39.0
Ryan,Paul,D.,,Paul D. Ryan,1970-01-29,M,rep,WI,Republican,1.0
Shuster,Bill,,,Bill Shuster,1961-01-10,M,rep,PA,Republican,9.0
Smith,Lamar,S.,,Lamar Smith,1947-11-19,M,rep,TX,Republican,21.0
Tsongas,Niki,S.,,Niki Tsongas,1946-04-26,F,rep,MA,Democrat,3.0
Walz,Timothy,James,,Timothy J. Walz,1964-04-06,M,rep,MN,Democrat,1.0
Yoder,Kevin,,,Kevin Yoder,1976-01-08,M,rep,KS,Republican,3.0
Heller,Dean,,,Dean Heller,1960-05-10,M,sen,NV,Republican,
Esty,Elizabeth,H.,,Elizabeth H. Esty,1959-08-25,F,rep,CT,Democrat,5.0
Messer,Luke,,,Luke Messer,1969-02-27,M,rep,IN,Republican,6.0
Delaney,John,K.,,John K. Delaney,1963-04-16,M,rep,MD,Democrat,6.0
Nolan,Richard,M.,,Richard M. Nolan,1943-12-17,M,rep,MN,Democrat,8.0
Pittenger,Robert,,,Robert Pittenger,1948-08-15,M,rep,NC,Republican,9.0
Heitkamp,Heidi,,,Heidi Heitkamp,1955-10-30,F,sen,ND,Democrat,
Rothfus,Keith,J.,,Keith J. Rothfus,1962-04-25,M,rep,PA,Republican,12.0
O’Rourke,Beto,,,Beto O’Rourke,1972-09-26,M,rep,TX,Democrat,16.0
Sanford,Marshall,,,Mark Sanford,1960-05-28,M,rep,SC,Republican,1.0
Brat,David,Alan,,Dave Brat,1964-07-27,M,rep,VA,Republican,7.0
Knight,Steve,,,Stephen Knight,1966-12-17,M,rep,CA,Republican,25.0
Walters,Mimi,,,Mimi Walters,1962-05-14,F,rep,CA,Republican,45.0
Curbelo,Carlos,,,Carlos Curbelo,1980-03-01,M,rep,FL,Republican,26.0
Blum,Rod,,,Rod Blum,1955-04-26,M,rep,IA,Republican,1.0
Young,David,,,David Young,1968-05-11,M,rep,IA,Republican,3.0
Poliquin,Bruce,,,Bruce Poliquin,1953-11-01,M,rep,ME,Republican,2.0
Bishop,Mike,,,Mike Bishop,1967-03-18,M,rep,MI,Republican,8.0
Trott,Dave,,,David A. Trott,1960-10-16,M,rep,MI,Republican,11.0
MacArthur,Tom,,,Thomas MacArthur,1960-10-16,M,rep,NJ,Republican,3.0
Russell,Steve,,,Steve Russell,1963-05-25,M,rep,OK,Republican,5.0
Costello,Ryan,,,Ryan A. Costello,1976-09-07,M,rep,PA,Republican,6.0
Love,Mia,,,Mia B. Love,1975-12-06,F,rep,UT,Republican,4.0
Comstock,Barbara,,,Barbara Comstock,1959-06-30,F,rep,VA,Republican,10.0
Donovan,Daniel,M.,Jr.,"Daniel M. Donovan, Jr.",1956-11-06,M,rep,NY,Republican,11.0
Hanabusa,Colleen,W.,,Colleen Hanabusa,1951-05-04,F,rep,HI,Democrat,1.0
Shea-Porter,Carol,,,Carol Shea-Porter,1952-12-02,F,rep,NH,Democrat,1.0
Lewis,Jason,,,Jason Lewis,1955-09-23,M,rep,MN,Republican,2.0
Kihuen,Ruben,,,Ruben J. Kihuen,1980-04-25,M,rep,NV,Democrat,4.0
Faso,John,,,John J. Faso,1952-08-25,M,rep,NY,Republican,19.0
Taylor,Scott,,,Scott Taylor,1979-06-27,M,rep,VA,Republican,2.0
Garrett,Thomas,,,"Thomas A. Garrett, Jr.",1972-03-27,M,rep,VA,Republican,5.0
Handel,Karen,,,Karen C. Handel,1962-04-18,F,rep,GA,Republican,6.0
Jones,Brenda,B.,,Brenda Jones,1959-10-24,F,rep,MI,Democrat,13.0
Marino,Tom,,,Tom Marino,1952-08-15,M,rep,PA,Republican,12.0
Jones,Walter,B.,Jr.,Walter B. Jones,1943-02-10,M,rep,NC,Republican,3.0
Duffy,Sean,P.,,Sean P. Duffy,1971-10-03,M,rep,WI,Republican,7.0
Collins,Chris,,,Chris Collins,1950-05-20,M,rep,NY,Republican,27.0
Cummings,Elijah,E.,,Elijah E. Cummings,1951-01-18,M,rep,MD,Democrat,7.0
Hill,Katie,,,Katie Hill,1987-08-25,F,rep,CA,Democrat,25.0
Isakson,John,H.,,Johnny Isakson,1944-12-28,M,sen,GA,Republican,
Hunter,Duncan,D.,,Duncan Hunter,1976-12-07,M,rep,CA,Republican,50.0
Meadows,Mark,,,Mark Meadows,1959-07-28,M,rep,NC,Republican,11.0
Ratcliffe,John,,,John Ratcliffe,1965-10-20,M,rep,TX,Republican,4.0
Lewis,John,R.,,John Lewis,1940-02-21,M,rep,GA,Democrat,5.0
Graves,Tom,,,Tom Graves,1970-02-03,M,rep,GA,Republican,14.0
McSally,Martha,,,Martha McSally,1966-03-22,F,sen,AZ,Republican,
Cook,Paul,,,Paul Cook,1943-03-03,M,rep,CA,Republican,8.0
Alexander,Lamar,,,Lamar Alexander,1940-07-03,M,sen,TN,Republican,
Enzi,Michael,B.,,Michael B. Enzi,1944-02-01,M,sen,WY,Republican,
Roberts,Pat,,,Pat Roberts,1936-04-20,M,sen,KS,Republican,
Udall,Tom,S.,,Tom Udall,1948-05-18,M,sen,NM,Democrat,
Amash,Justin,,,Justin Amash,1980-04-18,M,rep,MI,Libertarian,3.0
Bishop,Rob,,,Rob Bishop,1951-07-13,M,rep,UT,Republican,1.0
Clay,Wm.,Lacy,Jr.,Wm. Lacy Clay,1956-07-27,M,rep,MO,Democrat,1.0
Conaway,K.,Michael,,K. Michael Conaway,1948-06-11,M,rep,TX,Republican,11.0
Davis,Susan,A.,,Susan A. Davis,1944-04-13,F,rep,CA,Democrat,53.0
Engel,Eliot,L.,,Eliot L. Engel,1947-02-18,M,rep,NY,Democrat,16.0
Flores,Bill,,,Bill Flores,1954-02-25,M,rep,TX,Republican,17.0
Gardner,Cory,,,Cory Gardner,1974-08-22,M,sen,CO,Republican,
King,Peter,T.,,Peter T. King,1944-04-05,M,rep,NY,Republican,2.0
King,Steve,A.,,Steve King,1949-05-28,M,rep,IA,Republican,4.0
Lipinski,Daniel,William,,Daniel Lipinski,1966-07-15,M,rep,IL,Democrat,3.0
Loebsack,David,,,David Loebsack,1952-12-23,M,rep,IA,Democrat,2.0
Lowey,Nita,M.,,Nita M. Lowey,1937-07-05,F,rep,NY,Democrat,17.0
Marchant,Kenny,Ewell,,Kenny Marchant,1951-02-23,M,rep,TX,Republican,24.0
Olson,Pete,,,Pete Olson,1962-12-09,M,rep,TX,Republican,22.0
Peterson,Collin,Clark,,Collin C. Peterson,1944-06-29,M,rep,MN,Democrat,7.0
Roby,Martha,,,Martha Roby,1976-07-27,F,rep,AL,Republican,2.0
Roe,David,P.,,David P. Roe,1945-07-21,M,rep,TN,Republican,1.0
Sensenbrenner,F.,James,Jr.,"F. James Sensenbrenner, Jr.",1943-06-14,M,rep,WI,Republican,5.0
Serrano,José,E.,,José E. Serrano,1943-10-24,M,rep,NY,Democrat,15.0
Shimkus,John,M.,,John Shimkus,1958-02-21,M,rep,IL,Republican,15.0
Thornberry,Mac,M.,,Mac Thornberry,1958-07-15,M,rep,TX,Republican,13.0
Tipton,Scott,R.,,Scott R. Tipton,1956-11-09,M,rep,CO,Republican,3.0
Visclosky,Peter,J.,,Peter J. Visclosky,1949-08-13,M,rep,IN,Democrat,1.0
Walden,Greg,P.,,Greg Walden,1957-01-10,M,rep,OR,Republican,2.0
Woodall,Rob,,,Rob Woodall,1970-02-11,M,rep,GA,Republican,7.0
Yoho,Ted,S.,,Ted S. Yoho,1955-04-13,M,rep,FL,Republican,3.0
Collins,Doug,,,Doug Collins,1966-08-16,M,rep,GA,Republican,9.0
Gabbard,Tulsi,,,Tulsi Gabbard,1981-04-12,F,rep,HI,Democrat,2.0
Brooks,Susan,W.,,Susan W. Brooks,1960-08-25,F,rep,IN,Republican,5.0
Kennedy,Joseph,P.,III,Joseph P. Kennedy III,1980-10-04,M,rep,MA,Democrat,4.0
Holding,George,,,George Holding,1968-04-17,M,rep,NC,Republican,2.0
Heck,Denny,,,Denny Heck,1952-07-29,M,rep,WA,Democrat,10.0
Byrne,Bradley,,,Bradley Byrne,1955-02-16,M,rep,AL,Republican,1.0
Abraham,Ralph,,,Ralph Lee Abraham,1954-09-16,M,rep,LA,Republican,5.0
Hurd,Will,,,Will Hurd,1977-08-19,M,rep,TX,Republican,23.0
Perdue,David,,,David Perdue,1949-12-10,M,sen,GA,Republican,
Walker,Mark,,,Mark Walker,1969-05-20,M,rep,NC,Republican,6.0
Rooney,Francis,,,Francis Rooney,1953-12-04,M,rep,FL,Republican,19.0
Mitchell,Paul,,,Paul Mitchell,1961-05-08,M,rep,MI,Independent,10.0
Gianforte,Greg,,,Greg Gianforte,1961-04-17,M,rep,MT,Republican,0.0
Jones,Doug,,,Doug Jones,1954-05-04,M,sen,AL,Democrat,
Cox,TJ,,,TJ Cox,1963-07-18,M,rep,CA,Democrat,21.0
Cisneros,Gilbert,Ray,,"Gilbert Ray Cisneros, Jr.",1971-02-12,M,rep,CA,Democrat,39.0
Rouda,Harley,,,Harley Rouda,1961-12-10,M,rep,CA,Democrat,48.0
Spano,Ross,,,Ross Spano,1966-07-16,M,rep,FL,Republican,15.0
Mucarsel-Powell,Debbie,,,Debbie Mucarsel-Powell,1971-01-18,F,rep,FL,Democrat,26.0
Shalala,Donna,E.,,Donna E. Shalala,1941-02-14,F,rep,FL,Democrat,27.0
Finkenauer,Abby,,,Abby Finkenauer,1988-12-27,F,rep,IA,Democrat,1.0
Watkins,Steven,C.,,Steve Watkins,1976-09-18,M,rep,KS,Republican,2.0
Torres Small,Xochitl,,,Xochitl Torres Small,1984-11-15,F,rep,NM,Democrat,2.0
Rose,Max,,,Max Rose,1986-11-28,M,rep,NY,Democrat,11.0
Brindisi,Anthony,,,Anthony Brindisi,1978-11-22,M,rep,NY,Democrat,22.0
Horn,Kendra,S.,,Kendra S. Horn,1976-06-09,F,rep,OK,Democrat,5.0
Cunningham,Joe,,,Joe Cunningham,1982-05-26,M,rep,SC,Democrat,1.0
McAdams,Ben,,,Ben McAdams,1974-12-05,M,rep,UT,Democrat,4.0
Riggleman,Denver,,,Denver Riggleman,1970-03-01,M,rep,VA,Republican,5.0
Hall,Kwanza,,,Kwanza Hall,1971-05-01,M,rep,GA,Democrat,5.0
Richmond,Cedric,L.,,Cedric L. Richmond,1973-09-13,M,rep,LA,Democrat,2.0
Harris,Kamala,,,Kamala D. Harris,1964-10-20,F,sen,CA,Democrat,
Loeffler,Kelly,,,Kelly Loeffler,1970-11-27,F,sen,GA,Republican,
Wright,Ron,,,Ron Wright,1953-04-08,M,rep,TX,Republican,6.0
Fudge,Marcia,L.,,Marcia L. Fudge,1952-10-29,F,rep,OH,Democrat,11.0
Haaland,Debra,A.,,Debra A. Haaland,1960-12-02,F,rep,NM,Democrat,1.0
Hastings,Alcee,L.,,Alcee L. Hastings,1936-09-05,M,rep,FL,Democrat,20.0
Stivers,Steve,,,Steve Stivers,1965-03-24,M,rep,OH,Republican,15.0
Nunes,Devin,G.,,Devin Nunes,1973-10-01,M,rep,CA,Republican,22.0
Hagedorn,Jim,,,Jim Hagedorn,1962-08-04,M,rep,MN,Republican,1.0
Young,Don,E.,,Don Young,1933-06-09,M,rep,AK,Republican,0.0
Fortenberry,Jeff,Lane,,Jeff Fortenberry,1960-12-27,M,rep,NE,Republican,1.0
Vela,Filemon,,,Filemon Vela,1963-02-13,M,rep,TX,Democrat,34.0
Reed,Tom,W.,,Tom Reed,1971-11-18,M,rep,NY,Republican,23.0
Delgado,Antonio,,,Antonio Delgado,1977-01-19,M,rep,NY,Democrat,19.0
