,transaction_date,ticker,asset_description,type,amount,name,disclosure_date,chamber,first_name,last_name,party,birthday,gender,represents
4371,2018-05-24,ETN,Eaton Corporation plc,purchase,15000,Sheldon Whitehouse,2018-06-07,senate,Sheldon,Whitehouse,Democrat,1955-10-20,M,RI
4372,2018-05-24,BUD,Anheuser-Busch InBev SA/NV,purchase,15000,Sheldon Whitehouse,2018-06-07,senate,Sheldon,Whitehouse,Democrat,1955-10-20,M,RI
4373,2018-05-24,ADI,"Analog Devices, Inc.",purchase,15000,Sheldon Whitehouse,2018-06-07,senate,Sheldon,Whitehouse,Democrat,1955-10-20,M,RI
4374,2018-05-24,IBM,International Business Machines Corporation,purchase,15000,Sheldon Whitehouse,2018-06-07,senate,Sheldon,Whitehouse,Democrat,1955-10-20,M,RI
4375,2018-05-07,TSLA,"Tesla, Inc.",purchase,15000,Sheldon Whitehouse,2018-06-07,senate,Sheldon,Whitehouse,Democrat,1955-10-20,M,RI
4376,2018-05-07,MGA,Magna International Inc.,sale_full,50000,Sheldon Whitehouse,2018-06-07,senate,Sheldon,Whitehouse,Democrat,1955-10-20,M,RI
4385,2018-05-01,MSCI,Kraneshares Bosera MSCI China A,purchase,15000,Thomas R Carper,2018-06-04,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
4396,2018-05-01,CVS,CVS Health,purchase,15000,Thomas R Carper,2018-06-04,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
4397,2018-05-23,T,AT&amp;T Inc.,sale_partial,100000,John Hoeven,2018-06-04,senate,John,Hoeven,Republican,1957-03-13,M,ND
4398,2018-05-23,GIS,"General Mills, Inc.",sale_partial,100000,John Hoeven,2018-06-04,senate,John,Hoeven,Republican,1957-03-13,M,ND
4399,2018-05-31,DISCA,"Discovery, Inc.",purchase,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
4400,2018-05-29,BAC,Bank of America Corporation,sale_partial,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
4401,2018-05-29,UHAL,AMERCO,purchase,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
4402,2018-05-25,CRMT,"America's Car-Mart, Inc.",sale_partial,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
4403,2018-05-24,DIS,The Walt Disney Company,purchase,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
4404,2018-05-23,CRMT,"America's Car-Mart, Inc.",sale_partial,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
4405,2018-05-23,WPX,"WPX Energy, Inc.",sale_partial,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
4406,2018-05-22,CRMT,"America's Car-Mart, Inc.",sale_partial,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
4407,2018-05-22,CRMT,"America's Car-Mart, Inc.",sale_partial,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
4408,2018-05-22,WPX,"WPX Energy, Inc.",sale_partial,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
4409,2018-05-22,PEP,"PepsiCo, Inc.",purchase,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
4410,2018-05-21,CRMT,"America's Car-Mart, Inc.",sale_partial,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
4411,2018-05-17,WPX,"WPX Energy, Inc.",sale_partial,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
4412,2018-05-17,DISCA,"Discovery, Inc.",purchase,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
4413,2018-05-16,PEP,"PepsiCo, Inc.",purchase,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
4414,2018-05-15,HBI,Hanesbrands Inc.,purchase,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
4415,2018-05-10,WPX,"WPX Energy, Inc.",sale_partial,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
4416,2018-05-10,GLW,Corning Incorporated,purchase,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
4417,2018-05-08,FOXA,"Twenty-First Century Fox, Inc.",sale_partial,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
4418,2018-05-08,HBI,Hanesbrands Inc.,purchase,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
4419,2018-05-08,DISCA,"Discovery, Inc.",purchase,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
4420,2018-05-07,WPX,"WPX Energy, Inc.",sale_partial,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
4421,2018-05-04,FOXA,"Twenty-First Century Fox, Inc.",sale_partial,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
4422,2018-05-04,TWX,Time Warner Inc.,purchase,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
4423,2018-05-04,DISCA,"Discovery, Inc.",purchase,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
4424,2018-05-04,HBI,Hanesbrands Inc.,purchase,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
4425,2018-05-02,FEYE,"FireEye, Inc.",sale_partial,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
4426,2018-05-01,FEYE,"FireEye, Inc.",sale_partial,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
4427,2018-05-01,FEYE,"FireEye, Inc.",sale_partial,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
4428,2018-05-01,HBI,Hanesbrands Inc.,purchase,15000,David A Perdue ,2018-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
4429,2018-05-15,BAC,Bank of America Corporation,purchase,15000,Pat Roberts,2018-06-04,senate,Pat,Roberts,Republican,1935-01-30,M,SD
4436,2018-04-23,GILD,"Gilead Sciences, Inc.",sale_partial,15000,Angus S King,2018-05-22,senate,Angus,King,Independent,1944-03-31,M,ME
4439,2017-08-31,FE,FirstEnergy Corp.,sale_partial,15000,Robert P Casey,2018-05-15,senate,Robert,Casey,Democrat,1960-04-13,M,PA
4440,2018-04-23,VFC,V.F. Corporation,sale_full,15000,William Cassidy,2018-05-15,senate,William,Cassidy,Republican,1957-09-28,M,LA
4441,2018-04-23,UPS,"United Parcel Service, Inc.",purchase,15000,William Cassidy,2018-05-15,senate,William,Cassidy,Republican,1957-09-28,M,LA
4442,2018-04-23,SBUX,Starbucks Corporation,purchase,15000,William Cassidy,2018-05-15,senate,William,Cassidy,Republican,1957-09-28,M,LA
4443,2018-04-23,PG,The Procter Gamble Company,purchase,15000,William Cassidy,2018-05-15,senate,William,Cassidy,Republican,1957-09-28,M,LA
4444,2018-04-23,MSFT,Microsoft Corporation,sale_partial,15000,William Cassidy,2018-05-15,senate,William,Cassidy,Republican,1957-09-28,M,LA
4445,2018-04-23,MDT,Medtronic plc,sale_partial,15000,William Cassidy,2018-05-15,senate,William,Cassidy,Republican,1957-09-28,M,LA
4446,2018-04-23,LOW,"Lowe's Companies, Inc.",sale_partial,15000,William Cassidy,2018-05-15,senate,William,Cassidy,Republican,1957-09-28,M,LA
4447,2018-04-23,IBM,International Business Machines Corporation,purchase,15000,William Cassidy,2018-05-15,senate,William,Cassidy,Republican,1957-09-28,M,LA
4448,2018-04-23,GWW,"W.W. Grainger, Inc.",sale_full,15000,William Cassidy,2018-05-15,senate,William,Cassidy,Republican,1957-09-28,M,LA
4449,2018-04-25,XOM,Exxon Mobil Corporation,purchase,15000,William Cassidy,2018-05-15,senate,William,Cassidy,Republican,1957-09-28,M,LA
4450,2018-04-23,EMR,Emerson Electric Co.,sale_partial,15000,William Cassidy,2018-05-15,senate,William,Cassidy,Republican,1957-09-28,M,LA
4451,2018-04-23,CMCSA,Comcast Corporation,purchase,15000,William Cassidy,2018-05-15,senate,William,Cassidy,Republican,1957-09-28,M,LA
4452,2018-04-23,CSCO,"Cisco Systems, Inc.",sale_partial,15000,William Cassidy,2018-05-15,senate,William,Cassidy,Republican,1957-09-28,M,LA
4453,2018-04-23,CVS,CVS Health Corporation,purchase,15000,William Cassidy,2018-05-15,senate,William,Cassidy,Republican,1957-09-28,M,LA
4454,2018-04-23,BLK,"BlackRock, Inc.",sale_partial,15000,William Cassidy,2018-05-15,senate,William,Cassidy,Republican,1957-09-28,M,LA
4455,2018-04-23,AFL,Aflac Incorporated,purchase,15000,William Cassidy,2018-05-15,senate,William,Cassidy,Republican,1957-09-28,M,LA
4456,2018-03-05,WFC,Wells Fargo Company,purchase,15000,A. Mitchell Mcconnell,2018-05-15,senate,Mitchell,McConnell,Republican,1942-02-20,M,KY
4457,2017-12-05,WFC,Wells Fargo Company,purchase,15000,A. Mitchell Mcconnell,2018-05-15,senate,Mitchell,McConnell,Republican,1942-02-20,M,KY
4458,2017-09-07,WFC,Wells Fargo Company,purchase,15000,A. Mitchell Mcconnell,2018-05-15,senate,Mitchell,McConnell,Republican,1942-02-20,M,KY
4470,2018-04-30,REVB,Revere Bank,sale_partial,15000,Patrick J Toomey,2018-05-15,senate,Patrick,Toomey,Republican,1961-11-17,M,PA
4471,2018-04-23,BOX,"Box, Inc.",purchase,15000,Patrick J Toomey,2018-05-15,senate,Patrick,Toomey,Republican,1961-11-17,M,PA
4474,2018-04-24,WEC,"WEC Energy Group, Inc.",purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4475,2018-04-24,WMT,Walmart Inc.,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4476,2018-04-24,VFC,V.F. Corporation,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4477,2018-04-24,UTX,United Technologies Corporation,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4478,2018-04-24,USB,U.S. Bancorp,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4479,2018-04-24,MMM,3M Company,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4480,2018-04-24,TGT,Target Corporation,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4481,2018-04-24,SYY,Sysco Corporation,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4482,2018-04-24,QCOM,QUALCOMM Incorporated,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4483,2018-04-24,PG,The Procter Gamble Company,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4484,2018-04-24,PX,"Praxair, Inc.",purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4485,2018-04-24,PII,Polaris Industries Inc.,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4486,2018-04-24,PSX,Phillips 66,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4487,2018-04-24,PEP,"PepsiCo, Inc.",purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4488,2018-04-24,PAYX,"Paychex, Inc.",purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4489,2018-04-24,NVS,Novartis AG,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4490,2018-04-24,NSC,Norfolk Southern Corporation,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4491,2018-04-24,NKE,"NIKE, Inc.",purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4492,2018-04-24,NEE,"NextEra Energy, Inc.",purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4493,2018-04-24,JPM,JPMorgan Chase Co.,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4494,2018-04-24,MSFT,Microsoft Corporation,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4495,2018-04-24,MDT,Medtronic plc,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4496,2018-04-24,MCD,McDonald's Corporation,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4497,2018-04-24,LOW,"Lowe's Companies, Inc.",purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4498,2018-04-24,JNJ,Johnson Johnson,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4499,2018-04-24,IBM.MX,International Business Machines Corporation,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4500,2018-04-24,ITW,Illinois Tool Works Inc.,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4501,2018-04-24,HRS,Harris Corporation,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4502,2018-04-24,GIS,"General Mills, Inc.",purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4503,2018-04-24,GD,General Dynamics Corporation,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4504,2018-04-24,FDS,FactSet Research Systems Inc.,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4505,2018-04-24,XOM,Exxon Mobil Corporation,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4506,2018-04-24,ES,Eversource Energy,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4507,2018-04-24,EMR,Emerson Electric Co.,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4508,2018-04-24,EV,Eaton Vance Corp.,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4509,2018-04-24,CL,Colgate-Palmolive Company,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4510,2018-04-24,CLX,The Clorox Company,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4511,2018-04-24,CSCO,"Cisco Systems, Inc.",purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4512,2018-04-24,CB,Chubb Limited,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4513,2018-04-24,CVX,Chevron Corporation,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4514,2018-04-24,BLK,"BlackRock, Inc.",purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4515,2018-04-24,BDX,"Becton, Dickinson and Company",purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4516,2018-04-24,ADP,"Automatic Data Processing, Inc.",purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4517,2018-04-24,ADI,"Analog Devices, Inc.",purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4518,2018-04-24,AMGN,Amgen Inc.,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4519,2018-04-24,APD,"Air Products and Chemicals, Inc.",purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4520,2018-04-24,ACN,Accenture plc,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4521,2018-04-24,ABT,Abbott Laboratories,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4522,2018-04-24,T,AT&amp;T Inc.,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4523,2018-04-24,AFL,Aflac Incorporated,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4524,2018-04-24,VGK,Vanguard FTSE Europe,sale_full,50000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4525,2018-04-24,UBSI,"United Bankshares, Inc.",sale_full,50000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4526,2018-04-24,NSRGY,Nestlé S.A.,sale_full,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4527,2018-04-24,MS,Morgan Stanley,sale_full,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4528,2018-04-24,LULU,Lululemon Athletica Inc.,sale_full,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4529,2018-04-24,IYE,iShares US Energy,sale_full,50000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4530,2018-04-24,KHC,The Kraft Heinz Company,sale_full,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4531,2018-04-24,RHHBY,Roche Holding AG,sale_full,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4532,2018-04-24,CLB,Core Laboratories N.V.,sale_full,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4533,2018-04-24,CHK,Chesapeake Energy Corporation,sale_full,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4534,2018-04-24,CME,CME Group Inc.,sale_full,50000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4535,2018-04-24,BRK-B,Berkshire Hathaway Inc.,sale_full,50000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4536,2018-04-24,AL,Air Lease Corporation,sale_full,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4537,2018-04-05,WEC,"WEC Energy Group, Inc.",purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4538,2018-04-05,WMT,Walmart Inc.,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4539,2018-04-05,VFC,V.F. Corporation,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4540,2018-04-05,UTX,United Technologies Corporation,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4541,2018-04-05,USB,U.S. Bancorp,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4542,2018-04-05,MMM,3M Company,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4543,2018-04-05,SYY,Sysco Corporation,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4544,2018-04-05,PX,"Praxair, Inc.",purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4545,2018-04-05,PII,Polaris Industries Inc.,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4546,2018-04-05,PSX,Phillips 66,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4547,2018-04-05,PEP,"PepsiCo, Inc.",purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4548,2018-04-05,PAYX,"Paychex, Inc.",purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4549,2018-04-05,NSC,Norfolk Southern Corporation,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4550,2018-04-05,NEE,"NextEra Energy, Inc.",purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4551,2018-04-05,JPM,JPMorgan Chase Co.,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4552,2018-04-05,MSFT,Microsoft Corporation,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4553,2018-04-05,MDT,Medtronic plc,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4554,2018-04-06,MCD,McDonald's Corporation,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4555,2018-04-05,LOW,"Lowe's Companies, Inc.",purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4556,2018-04-05,JNJ,Johnson Johnson,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4557,2018-04-05,ITW,Illinois Tool Works Inc.,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4558,2018-04-05,HRS,Harris Corporation,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4559,2018-04-05,GD,General Dynamics Corporation,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4560,2018-04-05,ES,Eversource Energy,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4561,2018-04-05,EMR,Emerson Electric Co.,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4562,2018-04-05,CL,Colgate-Palmolive Company,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4563,2018-04-05,CLX,The Clorox Company,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4564,2018-04-05,CSCO,"Cisco Systems, Inc.",purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
4565,2018-04-05,CB,Chubb Limited,purchase,15000,Shelley M Capito,2018-05-14,senate,Shelley,Capito,Republican,1953-11-26,F,WV
